SN,Business Name,Action
2105,Leather goods wholesaler,pending
2106,Leather repair service,pending
2107,Leather wholesaler,pending
2108,Lebanese restaurant,pending
2109,Lechon restaurant,pending
2110,Legal affairs bureau,pending
2111,Legal services,pending
2112,Leisure centre,pending
2113,Lesbian bar,pending
2114,Lexus dealer,pending
2115,Library,pending
2116,License bureau,pending
2117,License plate frames supplier,pending
2118,Lido,pending
2119,Life coach,pending
2120,Life insurance agency,pending
2121,Light bulb supplier,pending
2122,Lighting consultant,pending
2123,Lighting contractor,pending
2124,Lighting manufacturer,pending
2125,Lighting store,pending
2126,Lighting products wholesaler,pending
2127,Ligurian restaurant,pending
2128,Limousine service,pending
2129,Lincoln dealer,pending
2130,Line marking service,pending
2131,Linens store,pending
2132,Lingerie manufacturer,pending
2133,Lingerie store,pending
2134,Lingerie wholesaler,pending
2135,Linoleum store,pending
2136,Liquidator,pending
2137,Liquor store,pending
2138,Literacy program,pending
2139,Lithuanian restaurant,pending
2140,Little league club,pending
2141,Little league field,pending
2142,Live music bar,pending
2143,Live music venue,pending
2144,Livery company,pending
2145,Livestock auction house,pending
2146,Livestock breeder,pending
2147,Livestock dealer,pending
2148,Livestock producer,pending
2149,Loan agency,pending
2150,Local government office,pending
2151,Local history museum,pending
2152,Local medical services,pending
2153,Lock Store,pending
2154,Locks supplier,pending
2155,Locksmith,pending
2156,Loctician service,pending
2157,Lodge,pending
2158,Lodging,pending
2159,Log cabins,pending
2160,Log home builder,pending
2161,Logging contractor,pending
2162,Logistics service,pending
2163,Lombardian restaurant,pending
2164,Longarm quilting service,pending
2165,Loss adjuster,pending
2166,Lost property office,pending
2167,Lottery retailer,pending
2168,Lottery shop,pending
2169,Lounge,pending
2170,Love hotel,pending
2171,Low income housing program,pending
2172,LPG conversion,pending
2173,Luggage repair service,pending
2174,Luggage storage facility,pending
2175,Luggage store,pending
2176,Luggage wholesaler,pending
2177,Lumber store,pending
2178,Lunch restaurant,pending
2179,Lutheran church,pending
2180,Lyceum,pending
2181,Lymph drainage therapist,pending
2182,Machine construction,pending
2183,Machine knife supplier,pending
2184,Machine maintenance service,pending
2185,Machine repair service,pending
2186,Machine shop,pending
2187,Machine workshop,pending
2188,Machinery parts manufacturer,pending
2189,Machining manufacturer,pending
2190,Macrobiotic restaurant,pending
2191,Madrilian restaurant,pending
2192,Magazine store,pending
2193,Magic store,pending
2194,Magician,pending
2195,Mahjong house,pending
2196,Mailbox rental service,pending
2197,Mailbox supplier,pending
2198,Mailing machine supplier,pending
2199,Mailing service,pending
2200,Main customs office,pending
2201,Majorcan restaurant,pending
2202,Makerspace,pending
2203,Make-up artist,pending
2204,Malaysian restaurant,pending
2205,Maltese restaurant,pending
2206,Mammography service,pending
2207,Manado restaurant,pending
2208,Management school,pending
2209,Mandarin restaurant,pending
2210,Manor house,pending
2211,Manufactured home transporter,pending
2212,Manufacturer,pending
2213,Maori organization,pending
2214,Map store,pending
2215,Mapping service,pending
2216,Marae,pending
2217,Marathi restaurant,pending
2218,Marble contractor,pending
2219,Marble supplier,pending
2220,Marche restaurant,pending
2221,Marina,pending
2222,Marine engineer,pending
2223,Marine self defense force,pending
2224,Marine supply store,pending
2225,Marine surveyor,pending
2226,Maritime museum,pending
2227,Market,pending
2228,Market researcher,pending
2229,Marketing agency,pending
2230,Marketing consultant,pending
2231,Marksmen’s clubhouse,pending
2232,Marquee hire service,pending
2233,Marriage celebrant,pending
2234,Marriage or relationship counselor,pending
2235,Marriage license bureau,pending
2236,Martial arts club,pending
2237,Martial arts school,pending
2238,Martial arts supply store,pending
2239,Maserati dealer,pending
2240,Masonic center,pending
2241,Masonry contractor,pending
2242,Masonry supply store,pending
2243,Massage school,pending
2244,Massage spa,pending
2245,Massage supply store,pending
2246,Massage therapist,pending
2247,Match box manufacturer,pending
2248,Material handling equipment supplier,pending
2249,Maternity hospital,pending
2250,Maternity store,pending
2251,Mathematics school,pending
2252,Mattress store,pending
2253,Mausoleum builder,pending
2254,Maybach dealer,pending
2255,Mazda dealer,pending
2256,McLaren dealer,pending
2257,Meal delivery,pending
2258,Takeout restaurant,pending
2259,Measuring instruments supplier,pending
2260,Meat packer,pending
2261,Meat processor,pending
2262,Meat products store,pending
2263,Meat dish restaurant,pending
2264,Meat wholesaler,pending
2265,Mechanic,pending
2266,Mechanical contractor,pending
2267,Mechanical engineer,pending
2268,Mechanical plant,pending
2269,Faculty of media and information science,pending
2270,Media company,pending
2271,Media consultant,pending
2272,Media house,pending
2273,Mediation service,pending
2274,Medical billing service,pending
2275,Medical book store,pending
2276,Medical Center,pending
2277,Medical certificate service,pending
2278,Medical clinic,pending
2279,Medical diagnostic imaging center,pending
2280,Medical equipment manufacturer,pending
2281,Medical equipment supplier,pending
2282,Medical examiner,pending
2283,Medical group,pending
2284,Medical laboratory,pending
2285,Medical lawyer,pending
2286,Medical office,pending
2287,Medical school,pending
2288,Medical spa,pending
2289,Medical supply store,pending
2290,Medical technology manufacturer,pending
2291,Medical transcription service,pending
2292,Medicine exporter,pending
2293,Meditation center,pending
2294,Meditation instructor,pending
2295,Mediterranean restaurant,pending
2296,Meeting planning service,pending
2297,Mehandi class,pending
2298,Mehndi designer,pending
2299,Memorial,pending
2300,Memorial estate,pending
2301,Memorial park,pending
2302,Mennonite church,pending
2303,Men’s clothing store,pending
2304,Men’s health physician,pending
2305,Men’s tailor,pending
2306,Mental health clinic,pending
2307,Mental health service,pending
2308,Mercantile development,pending
2309,Mercedes-Benz dealer,pending
2310,Messianic synagogue,pending
2311,Metal construction company,pending
2312,Metal detecting equipment supplier,pending
2313,Metal fabricator,pending
2314,Metal finisher,pending
2315,Metal heat treating service,pending
2316,Metal industry suppliers,pending
2317,Metal machinery supplier,pending
2318,Metal polishing service,pending
2319,Metal processing company,pending
2320,Metal stamping service,pending
2321,Metal supplier,pending
2322,Metal working shop,pending
2323,Metal workshop,pending
2324,Metallurgy company,pending
2325,Metalware dealer,pending
2326,Metalware producer,pending
2327,Metaphysical supply store,pending
2328,Methodist church,pending
2329,Metropolitan train company,pending
2330,Mexican goods store,pending
2331,Mexican grocery store,pending
2332,Mexican restaurant,pending
2333,Mexican torta restaurant,pending
2334,Meyhane,pending
2335,MG dealer,pending
2336,Microwave oven repair service,pending
2337,Mid-Atlantic restaurant (US),pending
2338,Middle Eastern restaurant,pending
2339,Middle school,pending
2340,Midwife,pending
2341,Military archive,pending
2342,Military residence,pending
2343,Military barracks,pending
2344,Military base,pending
2345,Military board,pending
2346,Military cemetery,pending
2347,Military hospital,pending
2348,Military recruiting office,pending
2349,Military school,pending
2350,Military town,pending
2351,Milk delivery service,pending
2352,Mill,pending
2353,Millwork shop,pending
2354,Mine,pending
2355,Mineral water company,pending
2356,Mineral water wholesaler,pending
2357,MINI dealer,pending
2358,Miniature golf course,pending
2359,Miniatures store,pending
2360,Minibus taxi service,pending
2361,Mining company,pending
2362,Mining consultant,pending
2363,Mining engineer,pending
2364,Mining equipment,pending
2365,Ministry of Education,pending
2366,Mirror shop,pending
2367,Miso cutlet restaurant,pending
2368,Missing persons organization,pending
2369,Mission,pending
2370,Mitsubishi dealer,pending
2371,Mobile caterer,pending
2372,Mobile disco service,pending
2373,Mobile hairdresser,pending
2374,Mobile home dealer,pending
2375,Mobile home park,pending
2376,Mobile home rental agency,pending
2377,Mobile home supply store,pending
2378,Mobile money agent,pending
2379,Mobile network operator,pending
2380,Mobile phone repair shop,pending
2381,Mobility equipment supplier,pending
2382,Model car play area,pending
2383,Model design company,pending
2384,Model portfolio studio,pending
2385,Model train store,pending
2386,Modeling agency,pending
2387,Modeling school,pending
2388,Modern art museum,pending
2389,Modern British restaurant,pending
2390,Modern European restaurant,pending
2391,Modern French restaurant,pending
2392,Modern Indian restaurant,pending
2393,Modular home builder,pending
2394,Modular home dealer,pending
2395,Mohel,pending
2396,Mold maker,pending
2397,Molding supplier,pending
2398,Momo restaurant,pending
2399,Monastery,pending
2400,Money order service,pending
2401,Money transfer service,pending
2402,Mongolian barbecue restaurant,pending
2403,Monjayaki restaurant,pending
2404,Monogramming service,pending
2405,Montessori preschool,pending
2406,Montessori school,pending
2407,Monument maker,pending
2408,Moped dealer,pending
2409,Moravian church,pending
2410,Modern izakaya restaurant,pending
2411,Moroccan restaurant,pending
2412,Mortgage broker,pending
2413,Mortgage lender,pending
2414,Mortuary,pending
2415,Mosque,pending
2416,Motel,pending
2417,Motor scooter dealer,pending
2418,Motor scooter repair shop,pending
2419,Motor vehicle dealer,pending
2420,Motorcycle dealer,pending
2421,Motorcycle driving school,pending
2422,Motorcycle insurance agency,pending
2423,Motorcycle parts store,pending
2424,Motorcycle rental agency,pending
2425,Motorcycle repair shop,pending
2426,Motorcycle shop,pending
2427,Motoring club,pending
2428,Motorsports store,pending
2429,Mountain cable car,pending
2430,Mountain cabin,pending
2431,Mountaineering class,pending
2432,Movie rental kiosk,pending
2433,Movie rental store,pending
2434,Movie studio,pending
2435,Movie theater,pending
2436,Moving and storage service,pending
2437,Moving company,pending
2438,Moving supply store,pending
2439,MRI center,pending
2440,Muay Thai boxing gym,pending
2441,Muffler shop,pending
2442,Mughlai restaurant,pending
2443,Mulch supplier,pending
2444,Multimedia and electronic book publisher,pending
2445,Municipal administration office,pending
2446,Municipal Department of Tourism,pending
2447,Municipal Guard,pending
2448,Murtabak restaurant,pending
2449,Musalla,pending
2450,Museum,pending
2451,Museum of space history,pending
2452,Museum of zoology,pending
2453,Music box store,pending
2454,Music college,pending
2455,Music conservatory,pending
2456,Music instructor,pending
2457,Music management and promotion,pending
2458,Music producer,pending
2459,Music publisher,pending
2460,Music school,pending
2461,Music store,pending
2462,Musical club,pending
2463,Musical instrument manufacturer,pending
2464,Musical instrument rental service,pending
2465,Musical instrument repair shop,pending
2466,Musical instrument store,pending
2467,Musician,pending
2468,Musician and composer,pending
2469,Mutton barbecue restaurant,pending
2470,Nail salon,pending
2471,Nanotechnology engineering service,pending
2472,Nasi goreng restaurant,pending
2473,Nasi restaurant,pending
2474,Nasi uduk restaurant,pending
2475,National forest,pending
2476,National library,pending
2477,National museum,pending
2478,National park,pending
2479,National reserve,pending
2480,Native american goods store,pending
2481,Native American restaurant,pending
2482,Natural goods store,pending
2483,Natural history museum,pending
2484,Natural rock climbing area,pending
2485,Natural stone exporter,pending
2486,Natural stone supplier,pending
2487,Natural stone wholesaler,pending
2488,Nature preserve,pending
2489,Naturopathic practitioner,pending
2490,Naval base,pending
2491,Navarraise restaurant,pending
2492,Neapolitan restaurant,pending
2493,Needlework shop,pending
2494,Neon sign shop,pending
2495,Neonatal physician,pending
2496,Nepalese restaurant,pending
2497,Nephrologist,pending
2498,Netball club,pending
2499,Neurologist,pending
2500,Neurophysiologist,pending
2501,Neuropsychologist,pending
2502,Neurosurgeon,pending
2503,New Age church,pending
2504,New England restaurant,pending
2505,New American restaurant,pending
2506,New Zealand restaurant,pending
2507,News service,pending
2508,Newspaper distribution service,pending
2509,Newspaper publisher,pending
2510,Newsstand,pending
2511,Nicaraguan restaurant,pending
2512,Night club,pending
2513,Night market,pending
2514,Nissan dealer,pending
2515,Non-denominational church,pending
2516,Non-governmental organization,pending
2517,Non-profit organization,pending
2518,Non smoking holiday home,pending
2519,Non vegetarian restaurant,pending
2520,Noodle shop,pending
2521,North African restaurant,pending
2522,North Eastern Indian restaurant,pending
2523,North Indian restaurant,pending
2524,Northern Italian restaurant,pending
2525,Norwegian restaurant,pending
2526,Notaries association,pending
2527,Notary public,pending
2528,Notions store,pending
2529,Novelties wholesaler,pending
2530,Novelty store,pending
2531,Nuclear engineering service,pending
2532,Nuclear power company,pending
2533,Nuclear power plant,pending
2534,Nudist club,pending
2535,Nudist park,pending
2536,Nuevo Latino restaurant,pending
2537,Numerologist,pending
2538,Convent,pending
2539,Nurse practitioner,pending
2540,Nursery school,pending
2541,Nursing agency,pending
2542,Nursing association,pending
2543,Nursing home,pending
2544,Nursing school,pending
2545,Nut store,pending
2546,Nutritionist,pending
2547,Nyonya restaurant,pending
2548,Oaxacan restaurant,pending
2549,Obanzai restaurant,pending
2550,Observation deck,pending
2551,Observatory,pending
2552,Women’s health clinic,pending
2553,Occupational health service,pending
2554,Occupational medical physician,pending
2555,Occupational safety and health,pending
2556,Occupational therapist,pending
2557,Oden restaurant,pending
2558,Odia restaurant,pending
2559,Off-road race track,pending
2560,Off roading area,pending
2561,Off track betting shop,pending
2562,Offal pot cooking restaurant,pending
2563,Office accessories wholesaler,pending
2564,Office equipment rental service,pending
2565,Office equipment repair service,pending
2566,Office equipment supplier,pending
2567,Office furniture store,pending
2568,Office refurbishment service,pending
2569,Office space rental agency,pending
2570,Office supply store,pending
2571,Office supply wholesaler,pending
2572,Oil and gas exploration service,pending
2573,Oil change service,pending
2574,Oil & natural gas company,pending
2575,Oil field equipment supplier,pending
2576,Oil refinery,pending
2577,Oil store,pending
2578,Oil wholesaler,pending
2579,Oilfield,pending
2580,Okonomiyaki restaurant,pending
2581,Oldsmobile dealer,pending
2582,Olive oil bottling company,pending
2583,Olive oil cooperative,pending
2584,Olive oil manufacturer,pending
2585,Oncologist,pending
2586,Onsen,pending
2587,Opel dealer,pending
2588,Open air museum,pending
2589,Open university,pending
2590,Opera company,pending
2591,Opera house,pending
2592,Ophthalmologist,pending
2593,Ophthalmology clinic,pending
2594,Optical instrument repair service,pending
2595,Optical products manufacturer,pending
2596,Optical wholesaler,pending
2597,Optician,pending
2598,Optometrist,pending
2599,Oral and maxillofacial surgeon,pending
2600,Oral surgeon,pending
2601,Orchard,pending
2602,Orchestra,pending
2603,Orchid farm,pending
2604,Orchid grower,pending
2605,Organ donation and tissue bank,pending
2606,Organic drug store,pending
2607,Organic farm,pending
2608,Organic food store,pending
2609,Organic restaurant,pending
2610,Organic shop,pending
2611,Oriental goods store,pending
2612,Oriental medicine clinic,pending
2613,Oriental medicine store,pending
2614,Oriental rug store,pending
2615,Orphanage,pending
2616,Orthodontist,pending
2617,Orthodox church,pending
2618,Orthodox synagogue,pending
2619,Orthopedic clinic,pending
2620,Orthopedic shoe store,pending
2621,Orthopedic supplies store,pending
2622,Orthopedic surgeon,pending
2623,Orthoptist,pending
2624,Orthotics & prosthetics service,pending
2625,Osteopath,pending
2626,Otolaryngologist,pending
2627,Otolaryngology clinic,pending
2628,Outboard motor store,pending
2629,Outdoor activity organiser,pending
2630,Outdoor bath,pending
2631,Outdoor clothing and equipment shop,pending
2632,Outdoor equestrian facility,pending
2633,Outdoor furniture store,pending
2634,Outdoor movie theater,pending
2635,Outdoor sports store,pending
2636,Outdoor swimming pool,pending
2637,Outerwear store,pending
2638,Outlet mall,pending
2639,Outlet store,pending
2640,Oxygen cocktail spot,pending
2641,Oxygen equipment supplier,pending
2642,Oyster bar restaurant,pending
2643,Oyster supplier,pending
2644,Paan shop,pending
2645,Pachinko parlor,pending
2646,Pacific Rim restaurant,pending
2647,Package locker,pending
2648,Packaging company,pending
2649,Packaging machinery,pending
2650,Packaging supply store,pending
2651,Padang restaurant,pending
2652,Padel club,pending
2653,Padel court,pending
2654,Pagoda,pending
2655,Pain control clinic,pending
2656,Pain management physician,pending
2657,Paint manufacturer,pending
2658,Paint store,pending
2659,Paint stripping service,pending
2660,Paintball center,pending
2661,Paintball store,pending
2662,Painter,pending
2663,Painting,pending
2664,Painting lessons,pending
2665,Painting studio,pending
2666,Paintings store,pending
2667,Paisa restaurant,pending
2668,Pakistani restaurant,pending
2669,Palatine restaurant,pending
2670,Palestinian restaurant,pending
2671,Pallet supplier,pending
2672,Pan-Asian restaurant,pending
2673,Pan-Latin restaurant,pending
2674,Pancake restaurant,pending
2675,Panipuri shop,pending
2676,Paper bag supplier,pending
2677,Paper distributor,pending
2678,Paper exporter,pending
2679,Paper mill,pending
2680,Paper shredding machine supplier,pending
2681,Paper store,pending
2682,Paraguayan restaurant,pending
2683,Paralegal services provider,pending
2684,Parapharmacy,pending
2685,Parasailing ride operator,pending
2686,Parish,pending
2687,Park,pending
2688,Park & ride,pending
2689,Parking garage,pending
2690,Parking lot,pending
2691,Parking lot for bicycles,pending
2692,Parking lot for motorcycles,pending
2693,Parkour spot,pending
2694,Parochial school,pending
2695,Parsi restaurant,pending
2696,Parsi temple,pending
2697,Party equipment rental service,pending
2698,Party planner,pending
2699,Party store,pending
2700,Passport agent,pending
2701,Passport office,pending
2702,Passport photo processor,pending
2703,Pasta shop,pending
2704,Pastry shop,pending
2705,Patent attorney,pending
2706,Patent office,pending
2707,Paternity testing service,pending
2708,Pathologist,pending
2709,Patients support association,pending
2710,Patio enclosure supplier,pending
2711,Patisserie,pending
2712,Paving contractor,pending
2713,Paving materials supplier,pending
2714,Pawn shop,pending
2715,Pay by weight restaurant,pending
2716,Payment terminal,pending
2717,Payroll service,pending
2718,Pecel lele restaurant,pending
2719,Pedestrian zone,pending
2720,Pediatric cardiologist,pending
2721,Pediatric clinic,pending
2722,Pediatric dentist,pending
2723,Pediatric dermatologist,pending
2724,Pediatric endocrinologist,pending
2725,Pediatric gastroenterologist,pending
2726,Pediatric hematologist,pending
2727,Pediatric nephrologist,pending
2728,Pediatric neurologist,pending
2729,Pediatric oncologist,pending
2730,Pediatric ophthalmologist,pending
2731,Pediatric orthopedic surgeon,pending
2732,Pediatric pulmonologist,pending
2733,Pediatric rheumatologist,pending
2734,Pediatric surgeon,pending
2735,Pediatric urologist,pending
2736,Pediatrician,pending
2737,Pedorthist,pending
2738,Pempek restaurant,pending
2739,Pen store,pending
2740,Pennsylvania Dutch restaurant,pending
2741,Pension office,pending
2742,Pentecostal church,pending
2743,Performing arts group,pending
2744,Performing arts theater,pending
2745,Perfume store,pending
2746,Perinatal center,pending
2747,Periodontist,pending
2748,Permanent make-up clinic,pending
2749,Persian restaurant,pending
2750,Personal chef service,pending
2751,Personal concierge service,pending
2752,Personal injury attorney,pending
2753,Personal trainer,pending
2754,Personal watercraft dealer,pending
2755,Peruvian restaurant,pending
2756,Pest control service,pending
2757,Pet adoption service,pending
2758,Pet boarding service,pending
2759,Pet cemetery,pending
2760,Pet funeral service,pending
2761,Pet groomer,pending
2762,Pet moving service,pending
2763,Pet sitter,pending
2764,Pet store,pending
2765,Pet supply store,pending
2766,Pet trainer,pending
2767,Petrochemical engineering service,pending
2768,Petroleum products company,pending
2769,Peugeot dealer,pending
2770,Pharmaceutical company,pending
2771,Pharmaceutical lab,pending
2772,Pharmaceutical products wholesaler,pending
2773,Pharmacy,pending
2774,Philharmonic hall,pending
2775,Pho restaurant,pending
2776,Phone repair service,pending
2777,Photo agency,pending
2778,Photo booth,pending
2779,Photo lab,pending
2780,Photo restoration service,pending
2781,Photo shop,pending
2782,Photocopiers supplier,pending
2783,Photographer,pending
2784,Photography class,pending
2785,Photography school,pending
2786,Photography service,pending
2787,Photography studio,pending
2788,Physiatrist,pending
2789,Physical examination center,pending
2790,Physical fitness program,pending
2791,Physical rehabilitation center,pending
2792,Physician assistant,pending
2793,Physician referral service,pending
2794,Physical therapist,pending
2795,Physical therapy clinic,pending
2796,Physiotherapy equipment supplier,pending
2797,Piadina restaurant,pending
2798,Piano bar,pending
2799,Piano instructor,pending
2800,Piano maker,pending
2801,Piano moving service,pending
2802,Piano repair service,pending
2803,Piano store,pending
2804,Piano tuning service,pending
2805,Pick your own farm produce,pending
2806,Pickleball court,pending
2807,Picnic ground,pending
2808,Picture frame shop,pending
2809,Pie shop,pending
2810,Piedmontese restaurant,pending
2811,Pig farm,pending
2812,Pilaf restaurant,pending
2813,Pilates studio,pending
2814,Pile driving service,pending
2815,Pilgrim hostel,pending
2816,Pilgrimage place,pending
2817,Piñatas supplier,pending
2818,Pinball machine supplier,pending
2819,Pine furniture shop,pending
2820,Pipe supplier,pending
2821,Pizza delivery,pending
2822,Pizza restaurant,pending
2823,Pizza takeaway,pending
2824,Place of worship,pending
2825,Planetarium,pending
2826,Plant and machinery hire,pending
2827,Plant nursery,pending
2828,Plast window store,pending
2829,Plasterer,pending
2830,Plastic bag supplier,pending
2831,Plastic bags wholesaler,pending
2832,Plastic fabrication company,pending
2833,Plastic injection molding service,pending
2834,Plastic products supplier,pending
2835,Plastic resin manufacturer,pending
2836,Plastic surgeon,pending
2837,Plastic surgery clinic,pending
2838,Plastic products wholesaler,pending
2839,Plating service,pending
2840,Playground,pending
2841,Playground equipment supplier,pending
2842,Playgroup,pending
2843,Plumber,pending
2844,Plumbing supply store,pending
2845,Plus size clothing store,pending
2846,Plywood supplier,pending
2847,Pneumatic tools supplier,pending
2848,Po’ boys restaurant,pending
2849,Podiatrist,pending
2850,Poke bar,pending
2851,Police academy,pending
2852,Police officers’ housing,pending
2853,Police supply store,pending
2854,Polish restaurant,pending
2855,Political party office,pending
2856,Polo club,pending
2857,Polygraph service,pending
2858,Polymer supplier,pending
2859,Polynesian restaurant,pending
2860,Polytechnic institute,pending
2861,Polythene and plastic sheeting supplier,pending
2862,Pond contractor,pending
2863,Pond fish supplier,pending
2864,Pond supply store,pending
2865,Pontiac dealer,pending
2866,Pony club,pending
2867,Pony ride service,pending
2868,Cue sports school,pending
2869,Pool billard club,pending
2870,Pool cleaning service,pending
2871,Pool hall,pending
2872,Popcorn store,pending
2873,Katsudon restaurant,pending
2874,Porridge restaurant,pending
2875,Porsche dealer,pending
2876,Port authority,pending
2877,Port operating company,pending
2878,Portable building manufacturer,pending
2879,Portable toilet supplier,pending
2880,Portrait studio,pending
2881,Portuguese restaurant,pending
2882,POS terminal supplier,pending
2883,Post office,pending
2884,Poster store,pending
2885,Pottery classes,pending
2886,Pottery manufacturer,pending
2887,Pottery store,pending
2888,Poultry farm,pending
2889,Poultry store,pending
2890,Powder coating service,pending
2891,Power station,pending
2892,Power plant consultant,pending
2893,Power plant equipment supplier,pending
2894,Powersports vehicle dealer,pending
2895,Pozole restaurant,pending
2896,Prawn fishing,pending
2897,Precision engineer,pending
2898,Japanese prefecture government office,pending
2899,Pregnancy care center,pending
2900,Preparatory school,pending
2901,Presbyterian church,pending
2902,Preschool,pending
2903,Press advisory,pending
2904,Pressure washing service,pending
2905,Pretzel store,pending
2906,Priest,pending
2907,Primary school,pending
2908,Print shop,pending
2909,Printed music publisher,pending
2910,Printer ink refill store,pending
2911,Printer repair service,pending
2912,Printing equipment and supplies,pending
2913,Printing equipment supplier,pending
2914,Prison,pending
2915,Private college,pending
2916,Private equity firm,pending
2917,Private golf course,pending
2918,Private hospital,pending
2919,Private investigator,pending
2920,Private educational institution,pending
2921,Private sector bank,pending
2922,Private tutor,pending
2923,Private university,pending
2924,Probation office,pending
2925,Process server,pending
2926,Proctologist,pending
2927,Produce market,pending
2928,Produce wholesaler,pending
2929,Foie gras producer,pending
2930,Professional and hobby associations,pending
2931,Professional association,pending
2932,Professional organizer,pending
2933,Promenade,pending
2934,Promotional products supplier,pending
2935,Propane supplier,pending
2936,Propeller shop,pending
2937,Property administration service,pending
2938,Property investment company,pending
2939,Property maintenance,pending
2940,Property management company,pending
2941,Land registry office,pending
2942,Prosthodontist,pending
2943,Protected area,pending
2944,Protective clothing supplier,pending
2945,Protestant church,pending
2946,Provence restaurant,pending
2947,Psychiatric hospital,pending
2948,Psychiatrist,pending
2949,Psychic,pending
2950,Psychoanalyst,pending
2951,Psychologist,pending
2952,Psychomotor therapist,pending
2953,Psychoneurological specialized clinic,pending
2954,Psychopedagogy clinic,pending
2955,Psychosocial therapist,pending
2956,Psychosomatic medical practitioner,pending
2957,Psychotherapist,pending
2958,Pub,pending
2959,Public bath,pending
2960,Public bathroom,pending
2961,Public defender’s office,pending
2962,Public female bathroom,pending
2963,Public golf course,pending
2964,Public health department,pending
2965,Public housing,pending
2966,Public library,pending
2967,Public male bathroom,pending
2968,Public medical center,pending
2969,Public parking space,pending
2970,Public prosecutors office,pending
2971,Public relations firm,pending
2972,Public safety office,pending
2973,Public sauna,pending
2974,Public educational institution,pending
2975,Public sector bank,pending
2976,Public swimming pool,pending
2977,Public university,pending
2978,Public utility company,pending
2979,Public wheelchair-accessible bathroom,pending
2980,Public works department,pending
2981,Publisher,pending
2982,Pueblan restaurant,pending
2983,Puerto Rican restaurant,pending
2984,Pulmonologist,pending
2985,Pump supplier,pending
2986,Pumpkin patch,pending
2987,Punjabi restaurant,pending
2988,Puppet theater,pending
2989,PVC industry,pending
2990,PVC windows supplier,pending
2991,Pyrotechnician,pending
2992,Qing fang market place,pending
2993,Quaker church,pending
2994,Quantity surveyor,pending
2995,Quarry,pending
2996,Québécois restaurant,pending
2997,Queer bar,pending
2998,Quilt shop,pending
2999,Race car dealer,pending
3000,Racecourse,pending
3001,Racing car parts store,pending
3002,Raclette restaurant,pending
3003,Racquetball club,pending
3004,Radiator repair service,pending
3005,Radiator shop,pending
3006,Radio broadcaster,pending
3007,Radiologist,pending
3008,Radiotherapist,pending
3009,Raft trip outfitter,pending
3010,Rafting,pending
3011,Rail museum,pending
3012,Railing contractor,pending
3013,Railroad company,pending
3014,Railroad contractor,pending
3015,Railroad equipment supplier,pending
3016,Railroad ties supplier,pending
3017,Railway services,pending
3018,Rainwater tank supplier,pending
3019,Rajasthani restaurant,pending
3020,Ram dealer,pending
3021,Ramen restaurant,pending
3022,Ranch,pending
3023,Rare book store,pending
3024,Raw food restaurant,pending
3025,Ready mix concrete supplier,pending
3026,Real estate agency,pending
3027,Real estate agent,pending
3028,Real estate appraiser,pending
3029,Real estate attorney,pending
3030,Real estate auctioneer,pending
3031,Real estate consultant,pending
3032,Real estate developer,pending
3033,Real estate rental agency,pending
3034,Real estate school,pending
3035,Real estate surveyor,pending
3036,Realschule (middle-tier secondary school),pending
3037,Reclamation centre,pending
3038,Record company,pending
3039,Records storage facility,pending
3040,Record store,pending
3041,Recording studio,pending
3042,Recreation center,pending
3043,Recruiter,pending
3044,Rectory,pending
3045,Recycling center,pending
3046,Recycling drop-off location,pending
3047,Reenactment site,pending
3048,Reflexologist,pending
3049,Reform synagogue,pending
3050,Reformed church,pending
3051,Refrigerated transport service,pending
3052,Refrigerator repair service,pending
3053,Refrigerator store,pending
3054,Refugee camp,pending
3055,Regional airport,pending
3056,Regional council,pending
3057,Regional government office,pending
3058,Registered general nurse,pending
3059,Registration office,pending
3060,Registry office,pending
3061,Rehabilitation center,pending
3062,Rehearsal studio,pending
3063,Reiki therapist,pending
3064,Religious book store,pending
3065,Religious destination,pending
3066,Religious goods store,pending
3067,Religious institution,pending
3068,Religious lodging,pending
3069,Religious organization,pending
3070,Religious school,pending
3071,Remodeler,pending
3072,Renault dealer,pending
3073,Rental car return location,pending
3074,Renter’s insurance agency,pending
3075,Repair service,pending
3076,Reproductive health clinic,pending
3077,Reptile store,pending
3078,Research and product development,pending
3079,Research engineer,pending
3080,Research foundation,pending
3081,Research institute,pending
3082,Residential college,pending
3083,Residents association,pending
3084,Resort hotel,pending
3085,Rest stop,pending
3086,Restaurant,pending
3087,Brasserie,pending
3088,Restaurant supply store,pending
3089,Resume service,pending
3090,Retail space rental agency,pending
3091,Retaining wall supplier,pending
3092,Retirement community,pending
3093,Retirement home,pending
3094,Retreat center,pending
3095,Rheumatologist,pending
3096,Rice cake shop,pending
3097,Rice cracker shop,pending
3098,Rice mill,pending
3099,Rice restaurant,pending
3100,Rice shop,pending
3101,Rice wholesaler,pending
3102,Rideshare pickup location,pending
3103,River port,pending
3104,Road construction company,pending
3105,Road construction machine repair service,pending
3106,Road cycling,pending
3107,Road safety town,pending
3108,Roads ports and canals engineers association,pending
3109,Rock climbing,pending
3110,Rock climbing gym,pending
3111,Rock climbing instructor,pending
3112,Rock music club,pending
3113,Rock shop,pending
3114,Rodeo,pending
3115,Rolled metal products supplier,pending
3116,Roller coaster,pending
3117,Roller skating club,pending
3118,Roller skating rink,pending
3119,Rolls-Royce dealer,pending
3120,Roman restaurant,pending
3121,Romanian restaurant,pending
