Title,Address,Phone,Country,Website,Email,mobile_number,whatsapp_number
पञ्चकन्या ब्युटी पार्लर एण्ड मसाज सेन्टर,"M9GF+5XP, अरनिको राजमार्ग, मध्यपुर थिमि 44800",+9779849829546,NP,,null,,
D.J . ब्यूटि होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,"M9CP+J8G, Biruwa Road, मध्यपुर थिमि 44800",+9779808221502,NP,,null,,
Prerana Beauty Parlour,"M9FF+95F, अरनिको राजमार्ग, मध्यपुर थिमि 44800",+9779841232028,NP,,null,,
Estuka Hair Stand,"Pepsicola near Suncity, काठमाडौँ 44600",,NP,,null,,
LOOKWELL Salon,"Pepsicola town planing near laxmi bank, काठमाडौँ 44600",+9779810320973,NP,,null,,
Dharma hair salon,मध्यपुर थिमि,,NP,,null,,
Beauty Zone Beauty Parlour,"M9CM+RRG, मध्यपुर थिमि",+9779851129430,NP,,null,,
Roslin Beauty Home,"Suncity chowk, काठमाडौँ 44600",+9779860063110,NP,,null,,
Sama Beauty Clinic & Cosmetics,"M9MQ+53J, मध्यपुर थिमि 44800",,NP,,null,,
The beauty zone and cosmetics,"365 Sachetak Marg, काठमाडौँ 44600",,NP,,null,,
Look Live Saloon & Beauty Academy,"M9Q6+RHC, काठमाडौँ 44600",,NP,,null,,
The Glamour Studio,"M9QQ+VF3, Dhunche Rd, मध्यपुर थिमि 44600",,NP,,null,,
Usha Beauty Home,"M9H8+3P8, मध्यपुर थिमि 44600",,NP,,null,,
सौन्दर्य ब्यूटी पार्लर एण्ड टे्र्‍निङ्ग सेन्टर,"M9HP+58F, मध्यपुर थिमि 44600",+9779860354676,NP,,null,,
स्पर्श र चमक सौन्दर्य घर,"M9FF+MM9, अरनिको राजमार्ग, मध्यपुर थिमि 44600",+9779841308892,NP,,null,,
Classy Beauty Care & Training Center,"M9FP+283, मध्यपुर थिमि",+9779823034698,NP,https://facebook.com,null,,
Shubisha Beauty Parlour & Training Center,"M9V8+7P4, काठमाडौँ 44600",+9779841528229,NP,,null,,
ब्यूटी पार्लर र कस्मेटिक पसल,"M9JC+WM4, मध्यपुर थिमि 44600",,NP,,null,,
लुमन्ति ब्यूटी होम एण्ड ट्र्‍ेनिङ्ग सेन्टर,"M9JP+PJG, पुरानो बाटो, मध्यपुर थिमि 44800",+9779841040821,NP,,null,,
OM BEAUTY PARLOUR AND TRENING CENTER,काठमाडौँ 44600,+9779841722238,NP,,null,,
Saanz Glowing Makeup Studio,"M9FF+FJ7, मध्यपुर थिमि 44600",+9779841435909,NP,,null,,
Makeover Beauty Parlour Tranning Center,"M9FJ+66Q, अरनिको राजमार्ग, मध्यपुर थिमि 44600",+97716637281,NP,,null,,
Kundan Hair Salon,"3 Sangameshwor Marg, मध्यपुर थिमि",,NP,,null,,
RAYS BEAUTY STUDIO AND UNISEX SALON,मध्यपुर थिमि 44600,+9779843252121,NP,https://raysbeautystudio.com,null,,
G1 Beauty Parlour & Makeup Studio,"Harhar Mahadev, काठमाडौँ 45600",+9779803223537,NP,,null,,
Hidden Beauty Academy,"M9FH+6Q8, मध्यपुर थिमि 44600",+9779808362684,NP,,null,,
New Look Beauty Home and Cosmetic Center,"M9J8+682, मध्यपुर थिमि 44600",,NP,,null,,
Glam Up Beauty Parlour and Training Center,"Chardobato, मध्यपुर थिमि 44600",+9779803682432,NP,,null,,
आश्री भट्टराई,"M9JF+369, मध्यपुर थिमि 44600",,NP,,null,,
शिवम् कस्मेटिक एण्ड व्युटिपार्लर शप,"M9FF+P2V, अरनिको राजमार्ग, मध्यपुर थिमि 44600",+9779842655519,NP,,null,,
नरेश ब्यूटी होम,"M9MP+5M9, पुरानो बाटो, मध्यपुर थिमि 44600",+9779841543877,NP,,null,,
Barahi Beauty Parlour and Cosmetics,"M97P+XF9, अनन्तलिङ्गेश्वर",+9779885174502,NP,,null,,
Aaina & edge unisex saloon,काठमाडौँ 44600,+9779843082062,NP,,null,,
Jagulu Cosmestic & Beauty Parlour,"Jagulu Tower, अरनिको राजमार्ग, मध्यपुर थिमि 44600",+9779841245664,NP,,null,,
"The Beauty world Makeup, Parlour Traning & Service Center","M9CQ+R48 Madhyapur Hospital Road, मध्यपुर थिमि",,NP,,null,,
Zoom Beauty Academy - Best Beauty Academy in Suryabinayak Bhaktapur,"MC8F+9V8, सुर्यविनायक मार्ग, सुर्यविनायक 44800",+9779802351559,NP,https://zoombeautyacademy.com,null,,
RL Unisha Unisex Beauty Home,"M9R7+HQM, पुरानो सिनामंगल मार्ग, काठमाडौँ 44600",,NP,,null,,
Apamarga Ayurvedic Pharmacy and Apamarga Beauty Park,"M9WF+5X5, कागेश्वरी मनोहरा 44600",,NP,,null,,
Paroksi Beauty and Training Hub,"M9V9+992, काठमाडौँ 44650",,NP,,null,,
Angel Beauty Parlour,"M9FJ+73M, अरनिको राजमार्ग, मध्यपुर थिमि 44800",+9779803027775,NP,,null,,
"Naya thimi Radhe,radhe bhaktapur","M9GX+GMR, Radhe Radhe Rd, मध्यपुर थिमि",,NP,,null,,
सूर्यमुखी ब्यूटी पार्लर अनि ट्रेनिंग सेन्टर,"M9FP+54W, अरनिको राजमार्ग, मध्यपुर ठिमी 44800",+9779841736437,NP,,null,,
Glam With Maishu,मध्यपुर थिमि,+9779845165648,NP,,null,,
Ranjals aesthetic korean shop and Beauty Parlour,"JGM9+JR4, Layaku Marga, बनेपा 45210",+9779823831882,NP,,null,,
CTEVT AFFILIATED PEARL BEAUTY PARLOUR & TRAINING CENTER,"JGHF+VG2 Panauti Bus Stand, बनेपा-पनौती-खोपासी रोड, बनेपा 45210",+9779841689372,NP,,null,,
imana unisex salon and academy,"JGJC+8XQ, बनेपा 45210",+9779843362092,NP,,null,,
Makeover Beauty point,"mukti marg, बनेपा 45210",+9779818330580,NP,,null,,
"Aalooza Nails, Beauty Spa and training centre","ganesthan, Tindhara chowk, बनेपा 45210",+9779843414037,NP,,null,,
Makeover Beauty Salon,"JGJF+CG8, Chandeshwori Marg, बनेपा 45210",+9779843531990,NP,,null,,
Unic Beauty And Hair Care,"JGJF+HF3, Chandeshwori Marg, बनेपा 45210",+9779841206255,NP,,null,,
The Beauty Buzz parlour,"JGH9+W77, बनेपा 45210",,NP,https://tiktok.com,null,+NP98765168,
Perfect Beauty Care And Clinic,"JGJ9+VM5, बनेपा 45210",,NP,,null,,
Blush Lounge makeup studio (Makeupbybarsa),"अरनिको राजमार्ग, बनेपा 45210",+9779801023216,NP,https://instagram.com,null,,
Sunita Beauty Studio,बनेपा 45210,+9779863920479,NP,https://facebook.com,null,,
Prasansha Beauty Parlour And Treaning Center,"JGM9+J6F, बनेपा 45210",+9779849695629,NP,,null,,
Charm Beauty Care,"JGJC+2QM, बनेपा 45210",+9779841735752,NP,,null,,
Meraki Beauty Academy,"Bhaktapur-Nala-Banepa%20road,%20Banepa.518272&q=My%20Location&t=m, 633171 %20Nepal&ll=27, 85",+9779845997614,NP,https://facebook.com,null,,
SN SALON,"7 Chandeshwori Marg, बनेपा 45210",,NP,,null,,
CTEVT Affiliates CUTS AND CARE B.P & T.C,बनेपा 45210,+9779841779293,NP,,null,,
Creative Hair Cutting Saloon,"JGHF+PCQ, बनेपा 45210",+9779841104856,NP,,null,,
Swornika Beauty hub Banepa pulbazar,"JGJ7+WF5, उग्रतारा जनागाल 45210",,NP,,null,,
Banepa Facial House Skin Care & Makeup Studio,"7 Chandeshwori Marg, बनेपा 45210",+9779823544249,NP,,null,,
Ajay hair cutting salon and ladies & gents parlor,बनेपा 45210,+9779811236003,NP,,null,,
Bless Makeup Studio and skin care,"Chadanichook, अरनिको राजमार्ग, बनेपा 45210",+9779841637247,NP,,null,,
Banepa,"JGH9+W7F sinagal road, बनेपा 45210",,NP,,null,,
makeup_galaxy_by_nilam,"JGP9+G96, Krishi Marg, बनेपा 45210",+9779801313861,NP,https://instagram.com,null,,
Pragati beauty care and training center,बनेपा 45210,+9779843567996,NP,,null,,
Sabi Beauty Care And Cosmetics,"Dhulikhel Hospital, धुलिखेल 45200",,NP,,null,,
New Dipak hair kating,"JGMG+554, बनेपा 45210",,NP,,null,,
Dipu house,"JGJF+MG5, Banepa-RabiOpi Road, बनेपा 45210",,NP,,null,,
Rojina beauty parlor,"JGJG+244, बनेपा 45210",,NP,,null,,
Elite Nail Studio,बनेपा 45210,+9779702628380,NP,https://elitenstudio.com,null,,
Shree Chandeshwori Hair Cutting Center,"JGPH+36F, बनेपा 45210",+9779849316975,NP,,null,,
"Sanisha Makeups,The Makeup Studio",बनेपा 45210,+9779817278990,NP,,null,,
Zoom Beauty Academy - Best Beauty Academy in Banepa Kavre,,+9779802351552,NP,https://zoombeautyacademy.com,null,,
Monika's Beauty Parlor,"2 बनेपा- नाला सडक, नाला उग्रचन्डी",,NP,,null,,
Badal Hair Cutting Salon,"JGHG+FP3, बनेपा 45210",+9779813123450,NP,,null,,
Bhomiz Tatoo House,"JGMG+7FF, बनेपा 45210",,NP,,null,,
Glam by Roshani Beauty salon & training centre,"JFPQ+WHM, साँगा",,NP,,null,,
FAIREVER BEAUTYPARLOUR,"अरनिको राजमार्ग, धुलिखेल 45200",,NP,https://facebook.com,null,,
Ayusma beauty parlour,"JGHF+WFX, बनेपा 45210",,NP,,null,,
GodMother studio,"bhimsensthan, बनेपा 12559",+9779803485826,NP,https://canva.com,null,,
Sai beauty parlor,"JH93+4HG, धुलिखेल 45200",,NP,,null,,
Makeup Mantra Makeup Studio,उग्रतारा जनागाल 45210,+9779840259812,NP,,null,,
Prettyclicknepal Banepa,"JGJF+4G8, Chandeshwori Marg, बनेपा 45210",,NP,,null,,
Fumin Salon,धुलिखेल 45210,+9779866003595,NP,https://instagram.com,null,,
Chandiha Hair Dresser,"JG9X+9RX, धुलिखेल 45200",,NP,,null,,
हेयर सेलून,"JGJ7+WJ4, उग्रतारा जनागाल 45210",+9779851058591,NP,,null,,
Prajana Beauty Parlour And Cosmetic Center,"MG34+MJV, नाला उग्रचन्डी 45200",+9779843633345,NP,,null,,
Sandhya beauty parlor,"Kathmandu, Dhulikhel, Vandol, University",,NP,,null,,
Amara Skin & Hair Clinic,"Banepa - Panauti Rd, बनेपा 45210",+9779705181819,NP,,null,,
Sham Hair Salon,"JH83+XMG, धुलिखेल मार्ग, धुलिखेल 45200",+9779841621408,NP,,null,,
Radhe Krishn salon,"JGFF+6M9, उग्रतारा जनागाल 45210",,NP,,null,,
Manju Beauty Parlor,"MG36+72M, नाला उग्रचन्डी",+9779849577630,NP,,null,,
Sunshine Beauty Parlour,"JHC3+87, धुलिखेल 45210",+9779823457467,NP,,null,,
Sadabahar Beauty Parlour,"JHC3+W3Q, धुलिखेल 45200",,NP,,null,,
Lambu s parlour (ravi,"Dhulikhel Hospital, धुलिखेल 45200",,NP,,null,,
Shree Shidi Vinayak Beauty parlour,"S S V Beauty parlour Banepa municipality, ward 14, साँगा",+9779818636656,NP,,null,,
New Royal Beauty and Unisex Salon,"M8RP+CCR, काठमाडौँ 44600",+9779813451412,NP,,null,,
Zoom Beauty Academy - Best Beauty Academy in Nepal,"P84G+P57 Shri Raj Bhawan, Shree Raj Bhawan, Tinkune Madan Bhandari Road, काठमाडौँ 44600",+9779802351564,NP,https://zoombeautyacademy.com,info@zoombeautyacademy.com,+9779851166850,
Treasure Unisex Salon And Academy,काठमाडौँ 44600,+9779745699898,NP,,null,,
Nirjara Beauty Salon : Best Beauty Parlour in Kathmandu,"Chunne Bhairab Marg, काठमाडौँ 44600",+9779851097472,NP,facebook.com,null,,
Plush Salon and Makeup Academy,"Tindhara, काठमाडौँ 44600",+9779808428150,NP,,null,,
M Style Salon and Beauty Hub,"M8QJ+FVC, काठमाडौँ 44600",+9779851400005,NP,,null,,
Elite Hair Artist Salon and Academy,काठमाडौँ 44600,+9779848067588,NP,,null,,
Hair n Shanti,"Eye Plex Mall, 1st Floor, काठमाडौँ 44600",+97714574661,NP,https://hairnshantinepal.com,hairnshantiktm@gmail.com,+97715252052,
Benchmarks Hair & Beauty Studio | Academy,काठमाडौँ 44600,+97715912952,NP,,null,,
Lavish Salon,"नारायणहिटी पथ, काठमाडौँ 44600",+97714542030,NP,,null,,
Spalon Health & Beauty Pvt. Ltd,"Dilliraman Marg, काठमाडौँ 44600",+97714513913,NP,https://spalonhealthbeauty.com.np,info@spalonhealthbeauty.com.np,+97714413913,
7 Thirteen Unisex Hair Salon,काठमाडौँ 44600,+97715911552,NP,facebook.com,null,,
Serene Salon & SPA,"Hotel Yak & Yeti Lane, दरवार मार्ग, काठमाडौँ 44600",+97715322702,NP,https://serenewellnessnepal.com,null,,
Akala Hair and beauty salon,"Samakhusi Marg, काठमाडौँ 44600",+9779860917399,NP,,null,,
Cma Creativity (The Hair Studio) Salon,"Bibhuti Marga, काठमाडौँ 44600",+9779821754536,NP,instagram.com,null,,
Beauty & Co.,काठमाडौँ 44600,+9779818459500,NP,instagram.com,null,,
Hair n Shanti Unisex salon,"Chhaya center, काठमाडौँ 44600",+97715252052,NP,https://hairnshantinepal.com,hairnshantiktm@gmail.com,+97715252052,
Krish Hair and Beauty Salon,"44600 काठमाडौँ, Putali Sadak, Star Mall Ground Floor",+9779860293120,NP,,null,,
MY Sangalo Luxury Studio,"Jagritinagar marg, काठमाडौँ 44600",+9779808429858,NP,instagram.com,null,,
Neeldavid's,"Eyeplex Mall, देवकोटा सडक, काठमाडौँ 44600",+9779841501768,NP,instagram.com,null,,
Shantaz Salon and International Academy,"Pipalbot, पाको सडक, काठमाडौँ 44600",+97714917717,NP,,null,,
Pi Barber Studio,काठमाडौँ 44600,+9779706091284,NP,,null,,
& Salon,"Gahana Pokhari Marg, काठमाडौँ 44600",+9779801021263,NP,,null,,
Volume Salon & Academy KTM,"Bhagwati Temple, Sanogaucharan near, काठमाडौँ 44600",+9779826453321,NP,https://volumesalons.com.np,null,,
Shahinoor Unisex Salon Samakoshi,"Rehdon pool, काठमाडौँ 46000",+9779842748877,NP,,null,,
NAILORÉ,"Tinkune - 34, काठमाडौँ 44600",+9779708240714,NP,facebook.com,null,,
Yang beauty care,"Galkopakha Marg, काठमाडौँ 44600",+9779849209569,NP,,null,,
"Beauty Shine Makeup Studio with Spa Gurjudhara, Kathmandu","Gurjudhara, Chandragiri, Kathmandu 44600",,NP,facebook.com,null,,
Tilu Hair & Beauty Salon,"Sarkari Dhara, Mhepi Marg, काठमाडौँ 44600",+9779803224742,NP,https://bit.ly,null,,
फील युनिसेक्स ब्यूटी सैलुन र प्रशिक्षण केन्द्र,"पुरानो बानेश्वर-३४, देवकोटा सडक, 44600",+9779847533414,NP,,null,,
Femina FLAUNT Studio Salon - Kathmandu,"Femina Flaunt Studio Salon, Nagpokhari Marg, काठमाडौँ 44600",+9779702640260,NP,https://feminaflaunt.com,feminaflauntsalon@gmail.com,+91207998360000,
FEELING'S BEAUTY & TRAINING CENTRE,काठमाडौँ 44600,+9779843477274,NP,,null,,
Radiant Unisex Salon & Training Center,काठमाडौँ 44600,+9779851410393,NP,https://radiantunisexsalon.com,info@radiantunisexsalon.com,+97715911829,+9779866103257
Sunshine unisex Beauty Parlor,"Gwarko Imadol Mahalaxmi, 01 Milan Tole Rd, काठमाडौँ 44600",,NP,https://creativitymakeupunisexparlor.com,null,,
Kaluwa Unisex Parlour,काठमाडौँ 44617,+9779812127568,NP,,null,,
Anita beauty salon and makeup studio,"3rd floor, shankhamul, near patan, sano pool, investment bank, building, काठमाडौँ 44600",+9779822783805,NP,https://anitabeautysalon.com,null,,
Monika Unisex Salon & Academy,काठमाडौँ 44600,+9779857075295,NP,,null,,
Lavish Beauty Studio and Training Center,"Baneshwor behind BICC hall, 44600",+9779851223829,NP,,null,,
nails academy,"Near by koteshwor sky bridge, काठमाडौँ 44600",+9779802351301,NP,,null,,
Ananeke Beauty Salon,"Tusal Marg, काठमाडौँ 44600",+97714582806,NP,,null,,
Shantaj Beauty Salon & Training Center,"भक्ति थापा सडक, काठमाडौँ 44600",+9779860954232,NP,,null,,
Phoenix Unisex Salon - Best Salon In Kathmandu,काठमाडौँ 44600,+9779868812135,NP,facebook.com,null,,
Emacity _Nepal,"Sano Kharibot, काठमाडौँ 44600",+9779860535460,NP,,null,,
Habibs Hair & Beauty Salon,"2nd Floor Kasthamandap Bazaar, Teendhara Marg, काठमाडौँ 44605",+97714169061,NP,https://habibssalon.com,null,,
Reflections Beauty Salon,काठमाडौँ 44600,+9779851353700,NP,,null,,
Bliss by Sakil Kunwar Durbar Marg,"Above MODENA & SEIKO shop, 2 Darbar Marg, काठमाडौँ 1",+97715339065,NP,,null,,
असाइलम हेयर सलुन,"A-One Business Complex, ठमेल मार्ग, काठमाडौँ 44600",+97714531450,NP,https://asylumhairsalon.com,null,,
Eros Cuts,"P894+37F, काठमाडौँ 44600",+9779809777982,NP,https://eroscuts.com,null,,
Beauty Parlor,"P873+4JC, Swayambhu Marg, काठमाडौँ 44600",+9779703580657,NP,,null,,
Breeze Hair & Beauty Salon,"Opposite Boudhha Stupa, काठमाडौँ 44600",+9779818074615,NP,https://bit.ly,null,,
Kesh The Unisex Salon,"Sinamangal Rd, काठमाडौँ 44600",+9779851348288,NP,https://keshtheunisexsalon.com.np,null,+9779851348288,+9779851348288
Nirjara Beauty Salon & Academy Chabahil,"Centra Complex, काठमाडौँ 44600",+9779801138668,NP,facebook.com,null,,
The Beauty Bar,"सम मार्ग, काठमाडौँ 44600",+97714522551,NP,,null,,
Jasmine Unisex Salon & Academy,"Tinchuli Chowk, काठमाडौँ 44600",+9779851321376,NP,,null,,
Shahinoor Unisex salon Newplaza,"P82F+JGJ, New Plaza Sadak, काठमाडौँ 44600",+9779842748877,NP,https://shahinoorunisexsalon.com,null,+9779842748877,+9779842748877
Dolly's Unisex Beauty Salon,"बैंक ओफ काठमाडौँ को नजिकै, तीनधारा मार्ग, काठमाडौँ 44600",+9779801024106,NP,https://dollyscreation.com,mail@dollyscreation.com,+9779801024106,+97714445082
GlowToGlow The Beauty Studio - Best Bridal Makeup in Kathmandu Nepal,"Pipalbot, काठमाडौँ 44600",+97714526142,NP,,null,,
J and J Beauty Academy,"Natyashwori Marg, काठमाडौँ 44600",+9779860134633,NP,https://jjbeautyhub.com,jjbeautyhub@gmail.com,+9779860103416,+9779860134633
Rajesh Unisex Salon Hair & Skin Care,"Chowk Chagal Marg, काठमाडौँ 44620",+9779812737130,NP,facebook.com,null,,
बाल-मा भएको पेटी,"Ac Complex, 3rd Floor,AC complex, चाबहिल मार्ग, काठमाडौँ 44602",+97714561383,NP,,null,,
J&J Unisex Salon,"P8P7+7QJ, टोखा 44600",+9779808891676,NP,,null,,
Goodwill Spa & Beauty Parlour,"ठमेल मार्ग, काठमाडौँ 44600",+9779843048345,NP,,null,,
Reflection Unisex,"Kathmandu Mall 3rd floor shop no. 301 D, सुन्धारा मार्ग, काठमाडौँ 44600",+9779816325424,NP,https://reflectionunisex.com,reflect@reflectionunisex.com,+NP20+9779816325424,+NP6600236234231005190
अन्नपूर्ण सैलून,काठमाडौँ 44600,+9779818981221,NP,https://annapurnasalon.com.np,annapurnasalon890@gmail.com,+9779818981221,+9779841243778
Laxmi Beauty Studio & Unisex Salon,"4th Floor, Shop No: 411, काठमाण्डौ मल, सुन्धारा मार्ग, काठमाडौँ 44600",+9779851096622,NP,,null,,
Tulip Salon,"People's Plaza, 5th Floor खेचापुखु सडक, काठमाडौँ 44600",,NP,facebook.com,null,,
Julie's Unisex Salon Durbar marg,"MOTi Mahal Building 1st floor Opposite side of Rastriya Banijya Bank, काठमाडौँ 44600",+9779802318104,NP,,null,,
Tranquility Spa - Hotel Shankar,काठमाडौँ 44600,+9779801021265,NP,https://tranquilityspa.com.np,info@tranquilityspa.com.np,+9779802365118,
neeldavid,"Civil Mall, 1st floor, काठमाडौँ 44600",+9779851012061,NP,,null,,
Aroma Makeup And Beauty Studio,"ATMA GYAN, काठमाडौँ 44600",+9779743954005,NP,facebook.com,null,,
Galz Beauty Parlour,"P836+868, नयाँ सडक, काठमाडौँ 44600",,NP,,null,,
Diamond Beauty Hub,"City Square, काठमाडौँ 44600",+9779851206692,NP,,null,,
Lashes Makeup Studio,"3rd Floor, GR Complex, काठमाडौँ 44600",+97714001504,NP,https://lashesmakeupstudio.com,lashes@gmail.com,+97714001504,
Beyond Beauty Salon Academy,"P8RM+W87, काठमाडौँ 44600",+9779862749360,NP,,null,,
Archanique Unisex Salon,"Pipalbot, काठमाडौँ 44600",+9779810125652,NP,,null,,
Posh Beauty Studio,काठमाडौँ 44600,+9779851023825,NP,,null,,
Creamy Unisex Beauty Salon,"Gangahiti Marg, काठमाडौँ 44600",+9779805044215,NP,,null,,
o2 Nails & Beauty Studio,"Chandra Vinayak Marg, काठमाडौँ 44600",+9779810020638,NP,,null,,
Tranquility Spa-Thamel,"J P Road, काठमाडौँ 44600",+97715318396,NP,https://tranquilityspa.com.np,info@tranquilityspa.com.np,+9779802365118,
REETAZ REDEFINED BEAUTY PARLOR,"KL Tower, Chabahil, Shanti Goreto, काठमाडौँ 44600",+9779843709050,NP,,null,,
Midas Touch - Home Salon Service,"Mid, Prachin Galli, काठमाडौँ 44600",+9779808122854,NP,,null,,
Lotus Skin And Hair Care Beauty Parlour,"P88V+HX2, काठमाडौँ 44600",+9779841216498,NP,,null,,
Zenny's Beauty Salon And Training Center,"Balaju Sohrakhutte Sadak, काठमाडौँ 44600",+9779863494919,NP,,null,,
