Title,Address,street,city,postal_code,Phone,Country,Website,Email,mobile_number,whatsapp_number,email_contacted,phone_mobile_contacted,whatsapp_contacted,sure_shots,potentials_already_have,meeting_fixed,leads_converted,follow_up,comment
Saanvi Chiya Packaging Udhyog,"Biruwa road, भक्तपुर",Biruwa road,भक्तपुर,null,+9779813777508,NP,null,null,null,null,false,false,false,null,,false,false,null,
"ABC Suppliers, Bhagwati Marga","P86H+XXH, भग्वती मार्ग, काठमाडौँ 44600","P86H+XXH, भग्वती मार्ग",काठमाडौँ,44600,+9779801844484,NP,null,null,null,null,false,false,false,null,,false,false,null,
Ecotact Nepal,"Yangal Colony, नयाँ सडक, काठमाडौँ 44600","Yangal Colony, नयाँ सडक",काठमाडौँ,44600,+9779847340903,NP,https://paperline.com.np,paperlinenepal@gmail.com,+9779847340903,null,false,false,false,null,,false,false,null,
CNC Metal and Wood Craft Pvt. Ltd.,बुढानीलकण्ठ 44600,,बुढानीलकण्ठ,44600,+9779802338873,NP,null,null,null,null,false,false,false,null,,false,false,null,
Metal Work Nepal,"Golfutar Main Rd, बुढानीलकण्ठ 44600",Golfutar Main Rd,बुढानीलकण्ठ,44600,+9779843935689,NP,null,null,null,null,false,false,false,null,,false,false,null,
Kathmandu metal fabricators Pvt.Ltd.,"Rudramati Marg, काठमाडौँ 44600",Rudramati Marg,काठमाडौँ,44600,+9779851417066,NP,https://kathmadumetal.com,null,null,null,false,false,false,null,,false,false,null,
Main Gate Design,काठमाडौँ 44600,,काठमाडौँ,44600,+9779802355103,NP,https://maingatedesigns.com,maingatedesign@gmail.com,+97714025365,null,false,false,false,null,,false,false,null,
अमात्य तार जाली एण्ड फेविर्‍केर्‍टर,"चक्रपथ, काठमाडौँ 44600",चक्रपथ,काठमाडौँ,44600,+97714387227,NP,https://amatyatarjali.com.np,null,null,null,false,false,false,null,,false,false,null,
Ganesh Metal Works Traders,"M8GW+53V, चक्रपथ, काठमाडौँ 44600","M8GW+53V, चक्रपथ",काठमाडौँ,44600,+97715523013,NP,https://ganeshmetal.com.np,info@ganeshmetal.com.np,+97715100704,+9779851066570,false,false,false,null,,false,false,null,
अभिभावक धातु ईन्जिनियरिङ् काम,"M8X2+GQ4, टंकेश्वर मार्ग, काठमाडौँ 44600","M8X2+GQ4, टंकेश्वर मार्ग",काठमाडौँ,44600,+9779841636219,NP,null,null,null,null,false,false,false,null,,false,false,null,
S.A.I Metal Workshop,Budanilkantha 13 Chunikhel Kapan,,Budanilkantha,13,+9779819617916,NP,null,null,null,null,false,false,false,null,,false,false,null,
National Aluminium Fabricator,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851014427,NP,https://naf.com.np,null,null,null,false,false,false,null,,false,false,null,
Everest Metal Fabricate and Pre-Fab House,"P88F+XW2, काठमाडौँ 44600",P88F+XW2,काठमाडौँ,44600,+9779851004437,NP,null,null,null,null,false,false,false,null,,false,false,null,
New sharma workshop,ललितपुर 44600,,ललितपुर,44600,+9779803963082,NP,null,null,null,null,false,false,false,null,,false,false,null,
Sophiya grill and fabrication company pvt,"M9X2+3R4, काठमाडौँ 44600",M9X2+3R4,काठमाडौँ,44600,+9779845784103,NP,null,null,null,null,false,false,false,null,,false,false,null,
हिमालय पूर्व-फैब,"Lakhepati Marg, काठमाडौँ 44600",Lakhepati Marg,काठमाडौँ,44600,+97714532038,NP,https://hsacnepal.com,info@hsacnepal.com,+9779801277780,null,false,false,false,null,,false,false,null,
Mega Tech Suppliers and fabricator pvt ltd,"P7FR+JRM, नागार्जुन 44608",P7FR+JRM,नागार्जुन,44608,+97714881824,NP,https://megatechnepal.com.np,info@megatechnepal.com.np,+9779841339742,null,false,false,false,null,,false,false,null,
Manakamana metal fabrication,"M7X9+JXF, Himshikhar Marg, काठमाडौँ 44600","M7X9+JXF, Himshikhar Marg",काठमाडौँ,44600,+9779860124804,NP,null,null,null,null,false,false,false,null,,false,false,null,
महर्जन मेटल इन्डष्ट्रिज,"पचलि मार्ग, काठमाडौँ 44600",पचलि मार्ग,काठमाडौँ,44600,+97715362032,NP,https://maharjanmetal.com.np,null,null,null,false,false,false,null,,false,false,null,
Tuladhar Metal Works,"168 अमर चित्रकर मार्ग, काठमाडौँ 44600",168 अमर चित्रकर मार्ग,काठमाडौँ,44600,+97714280037,NP,null,null,null,null,false,false,false,null,,false,false,null,
National Structure & Engineering PVT Ltd (NSE),"भग्वती मार्ग, काठमाडौँ 44600",भग्वती मार्ग,काठमाडौँ,44600,+97715542393,NP,https://pebnepal.com,info@nse.com.np,+9779818358220,+9779801967055,false,false,false,null,,false,false,null,
Erica metal engineering and pre-fab house,"P832+4M6, विष्णुमती ट्रयाक रोड, काठमाडौँ 44600","P832+4M6, विष्णुमती ट्रयाक रोड",काठमाडौँ,44600,+9779704591425,NP,null,null,null,null,false,false,false,null,,false,false,null,
Maharjan Metal And Aluminum Workshop,तारकेश्वर 44600,,तारकेश्वर,44600,+9779861062079,NP,null,null,null,null,false,false,false,null,,false,false,null,
Indira Infrastructure And Suppliers Pvt. Ldt,"P7C4+G3G, नागार्जुन 44600",P7C4+G3G,नागार्जुन,44600,+9779766387586,NP,null,null,null,null,false,false,false,null,,false,false,null,
मागी इन्जिनियरिङ सलुसन्स प्रा. लि.,"M9P8+393, पुरानो बाटो, मध्यपुर थिमि 44600","M9P8+393, पुरानो बाटो",मध्यपुर थिमि,44600,+9779860430464,NP,null,null,null,null,false,false,false,null,,false,false,null,
पूर्ण धातु चासो,"M86G+J4H, Patan Industrial Estate, ललितपुर 44700","M86G+J4H, Patan Industrial Estate",ललितपुर,44700,+97715521407,NP,https://purnametal.com,null,null,null,false,false,false,null,,false,false,null,
SRS Metal Industries Pvt. Ltd.,Lokanthali-1,,Lokanthali,1,+97715639497,NP,https://deutiorganic.com.np,null,null,null,false,false,false,null,,false,false,null,
लक्ष्मी स्टील्स प्रा. लिमिटेड,"M8PV+8QH, Sat Marg, काठमाडौँ 44600","M8PV+8QH, Sat Marg",काठमाडौँ,44600,+97714111571,NP,null,null,null,null,false,false,false,null,,false,false,null,
"TECHNO SIGN (signboard , 2D-3D board, Steel letter, light board, scrolling display, video screen signage products",काठमाडौँ 44600,,काठमाडौँ,44600,+9779856051495,NP,https://technosign.com.np,null,null,null,false,false,false,null,,false,false,null,
Shangri-La Metal Industries,"टोखा सडक, काठमाडौँ 44600",टोखा सडक,काठमाडौँ,44600,+9779851060526,NP,https://shangrilametal.com,null,null,null,false,false,false,null,,false,false,null,
Himal Signage,"Unnamed Road, ललितपुर 44600",Unnamed Road,ललितपुर,44600,+9779851129324,NP,https://himalsignage.com.np,null,null,null,false,false,false,null,,false,false,null,
Kathmandu Prefab House Pvt Ltd,"Handigaon Marg, काठमाडौँ 44600",Handigaon Marg,काठमाडौँ,44600,+9779841351058,NP,null,null,null,null,false,false,false,null,,false,false,null,
Metal Work Nepal,"Imadol, Lalitpur 44705",Imadol,Lalitpur,44705,+9779843935689,NP,null,null,null,null,false,false,false,null,,false,false,null,
Ankur metal ind.pvt.ltd.,"tyanglaphat chowk, main road, कीर्तिपुर 44600","tyanglaphat chowk, main road",कीर्तिपुर,44600,+97714330416,NP,null,null,null,null,false,false,false,null,,false,false,null,
K.D. Metal Workshop Pvt. Ltd.,"पक्वहिती मार्ग, काठमाडौँ 44600",पक्वहिती मार्ग,काठमाडौँ,44600,+9779851038715,NP,null,null,null,null,false,false,false,null,,false,false,null,
Metalwood workshop,काठमाडौँ 44600,,काठमाडौँ,44600,+9779843716667,NP,null,null,null,null,false,false,false,null,,false,false,null,
G.I and Steel Metal Workshop,"Baburam Acharya Marg, काठमाडौँ 44600",Baburam Acharya Marg,काठमाडौँ,44600,+9779841285894,NP,https://gisteel.com.np,null,null,null,false,false,false,null,,false,false,null,
Eco Steel and Hydro Structures,,,,null,+9779801011809,NP,https://ecosteelnepal.com,null,null,null,false,false,false,null,,false,false,null,
Stall Fabricator in Nepal - EveTech,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851316943,NP,null,null,null,null,false,false,false,null,,false,false,null,
एल्यूमीनियम फेब्रीकेतस प्रा। लिमिटेड,"रिङ्ग रोड, ललितपुर 44700",रिङ्ग रोड,ललितपुर,44700,+97715540009,NP,null,null,null,null,false,false,false,null,,false,false,null,
निखिल बहु सेवा (पी) लिमिटेड,"Macchapokhari, काठमाडौँ 44611",Macchapokhari,काठमाडौँ,44611,+9779841404217,NP,https://nmspl.org.np,null,null,null,false,false,false,null,,false,false,null,
"JPS Furniture Industries Pvt, Ltd.","Bhairab Marg, Budhanilkantha, काठमाडौँ 44600","Bhairab Marg, Budhanilkantha",काठमाडौँ,44600,+9779851173963,NP,null,null,null,null,false,false,false,null,,false,false,null,
Dhokati Enterprises Pvt Ltd,"Tarkeshwor, Padamsal, काठमाडौँ","Tarkeshwor, Padamsal",काठमाडौँ,null,+9779851002992,NP,https://dhokatienterprises.com.np,null,null,null,false,false,false,null,,false,false,null,
Homex Design & Engineering Pvt.Ltd,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851199039,NP,https://homexdesign.com.np,null,null,null,false,false,false,null,,false,false,null,
Quick Fix,"Yanga Galli, काठमाडौँ 44600",Yanga Galli,काठमाडौँ,44600,+9779801717000,NP,https://quickfix.com.np,null,null,null,false,false,false,null,,false,false,null,
Jagdamba Enterprises,"M8PV+9QH, काठमाडौँ 44600",M8PV+9QH,काठमाडौँ,44600,+97714111821,NP,null,null,null,null,false,false,false,null,,false,false,null,
नेपाल एल्यूमिनियम व्यापार प्राइवेट लिमिटेड,"M8HQ+2CQ, काठमाडौँ 44600",M8HQ+2CQ,काठमाडौँ,44600,+9779860035927,NP,null,null,null,null,false,false,false,null,,false,false,null,
M and T Suppliers,"M8FR+GVX, काठमाडौँ 44600",M8FR+GVX,काठमाडौँ,44600,+9779843807667,NP,null,null,null,null,false,false,false,null,,false,false,null,
Metal Shapers,"M85M+FV7, ललितपुर 44700",M85M+FV7,ललितपुर,44700,+9779851065959,NP,null,null,null,null,false,false,false,null,,false,false,null,
Rabi metal and fiber company,J9XF+7R3,,J9XF+7R,3,+9779749829336,NP,null,null,null,null,false,false,false,null,,false,false,null,
Best Himalaya ( Singing Bowls Factory - Manufacturer),"Parijat Sadak, काठमाडौँ 44600",Parijat Sadak,काठमाडौँ,44600,+9779851249906,NP,https://besthimalaya.com,null,null,null,false,false,false,null,,false,false,null,
ग्लोबल एक्जिम सोलुशन प्रा. लि.,नागार्जुन 44600,,नागार्जुन,44600,+97715373367,NP,https://globaleximsolution.com,null,null,null,false,false,false,null,,false,false,null,
Changing Nepal,"Red cross, अनन्तलिङ्गेश्वर 44600",Red cross,अनन्तलिङ्गेश्वर,44600,+9779851131427,NP,https://changingnepal.com.np,null,null,null,false,false,false,null,,false,false,null,
बिक्की हार्डवेयर हाउस प्रा लि.,"चक्रपथ, काठमाडौँ 44614",चक्रपथ,काठमाडौँ,44614,+97715672147,NP,null,null,null,null,false,false,false,null,,false,false,null,
Furniture Hub,"Chappal KarKhana Chowk, काठमाडौँ 44601",Chappal KarKhana Chowk,काठमाडौँ,44601,+9779801881999,NP,https://furniturehub.com.np,null,null,null,false,false,false,null,,false,false,null,
Goyal Group Nepal,"Charkhal Rd, काठमाडौँ 44600",Charkhal Rd,काठमाडौँ,44600,+97714444454,NP,https://goyalgroupnepal.com,null,null,null,false,false,false,null,,false,false,null,
Saimon Builders,Kathmandu 44600,,Kathmandu,44600,+9779849470626,NP,null,null,null,null,false,false,false,null,,false,false,null,
Lalit Metal Welding Works,"J8XP+44C, Unnamed Road, ललितपुर 44700","J8XP+44C, Unnamed Road",ललितपुर,44700,+97715250131,NP,https://lalitmetal.com.np,null,null,null,false,false,false,null,,false,false,null,
Workshop of Engineering,J9RC+G6F,,J9RC+G,6,+97715580142,NP,null,null,null,null,false,false,false,null,,false,false,null,
Skyline Metal Engineering Works Pvt Ltd,ललितपुर 44700,,ललितपुर,44700,+97715014686,NP,null,null,null,null,false,false,false,null,,false,false,null,
hero's Construction and Engineering Pvt limited,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851067139,NP,https://herosconstruction.com.np,null,null,null,false,false,false,null,,false,false,null,
Karkalo Multipurpose Pvt. Ltd.,"Basuki Nagar Marg, काठमाडौँ 44600",Basuki Nagar Marg,काठमाडौँ,44600,+9779851152170,NP,https://karkalo.com,null,null,null,false,false,false,null,,false,false,null,
Nepal Yantrashala Energy,"Patan Industrial Estate, ललितपुर 44700",Patan Industrial Estate,ललितपुर,44700,+97715422167,NP,https://nysenergy.com.np,null,null,null,false,false,false,null,,false,false,null,
दिव्य ज्योति ईन्जिनियरिङ्,"F24, ललितपुर 44700",F24,ललितपुर,44700,+9779851037910,NP,null,null,null,null,false,false,false,null,,false,false,null,
Vedalaya Construction,"Divyeshwori Planning Madhyapur Thimi-2, काठमाडौँ 44600",Divyeshwori Planning Madhyapur Thimi-2,काठमाडौँ,44600,+97716637703,NP,https://vedalayagroup.com,null,null,null,false,false,false,null,,false,false,null,
Panchakanya Group,"कृष्ण गल्ली, ललितपुर 44600",कृष्ण गल्ली,ललितपुर,44600,+97715426551,NP,https://panchakanya.com,null,null,null,false,false,false,null,,false,false,null,
Pvt. Ltd,"Balaju Industrial District, काठमाडौँ 44600",Balaju Industrial District,काठमाडौँ,44600,+9779760215880,NP,null,null,null,null,false,false,false,null,,false,false,null,
N.Gurkha Khukuri House,"JP Rd, काठमाडौँ 44600",JP Rd,काठमाडौँ,44600,+9779841441914,NP,null,null,null,null,false,false,false,null,,false,false,null,
Ghumti Sewa,"इमाडोल मार्ग, 44600",इमाडोल मार्ग,,44600,+9779862598626,NP,null,null,null,null,false,false,false,null,,false,false,null,
Workshop of Welding & Fabrication,Gwarko,Gwarko,,null,+9779860101150,NP,null,null,null,null,false,false,false,null,,false,false,null,
"TECHNO SIGN (signboard , 2D-3D board, Steel letter, light board, scrolling display, video screen signage products",काठमाडौँ 44600,,काठमाडौँ,44600,+9779856051495,NP,https://technosign.com.np,fromtechnosign@gmail.com,+9779856051495,null,false,false,false,null,,false,false,null,
Himal Signage,"Unnamed Road, ललितपुर 44600",Unnamed Road,ललितपुर,44600,+9779851129324,NP,https://himalsignage.com.np,himalsignagektm@gmail.com,+9779851129324,null,false,false,false,null,,false,false,null,
निखिल बहु सेवा (पी) लिमिटेड,"Macchapokhari, काठमाडौँ 44611",Macchapokhari,काठमाडौँ,44611,+9779841404217,NP,https://nmspl.org.np,info@nmspl.org.np,+97714951657,null,false,false,false,null,,false,false,null,
धातु काठ नेपाल,ललितपुर 44600,,ललितपुर,44600,+9779808381010,NP,https://metalwoodnepal.com,metalwoodnepal@gmail.com,+9779808381010,null,false,false,false,null,,false,false,null,
Best Himalaya ( Singing Bowls Factory - Manufacturer),"Parijat Sadak, काठमाडौँ 44600",Parijat Sadak,काठमाडौँ,44600,+9779851249906,NP,https://besthimalaya.com,business@besthimalaya.com,+9779851249906,+9779851249906,false,false,false,null,,false,false,null,
Furniture Hub,"Chappal KarKhana Chowk, काठमाडौँ 44601",Chappal KarKhana Chowk,काठमाडौँ,44601,+9779801881999,NP,https://furniturehub.com.np,info@furniturehub.com.np,+9779801881999,null,false,false,false,null,,false,false,null,
Lalit Metal Welding Works,"J8XP+44C, Unnamed Road, ललितपुर 44700","J8XP+44C, Unnamed Road",ललितपुर,44700,+97715250131,NP,https://lalitmetal.com.np,lalitmetal@hotmail.com,+97715010703,null,false,false,false,null,,false,false,null,
hero's Construction and Engineering Pvt limited,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851067139,NP,https://herosconstruction.com.np,herosengineering111@gmail.com,+9779851067139,null,false,false,false,null,,false,false,null,
Karkalo Multipurpose Pvt. Ltd.,"Basuki Nagar Marg, काठमाडौँ 44600",Basuki Nagar Marg,काठमाडौँ,44600,+9779851152170,NP,https://karkalo.com,sales@karkalo.com,+9779851152170,null,false,false,false,null,,false,false,null,
Nepal Yantrashala Energy,"Patan Industrial Estate, ललितपुर 44700",Patan Industrial Estate,ललितपुर,44700,+97715422167,NP,https://nysenergy.com.np,nysenergy@hons.com.np,null,null,false,false,false,null,,false,false,null,
Vedalaya Construction,"Divyeshwori Planning Madhyapur Thimi-2, काठमाडौँ 44600",Divyeshwori Planning Madhyapur Thimi-2,काठमाडौँ,44600,+97716637703,NP,https://vedalayagroup.com,info@vedalayagroup.com,+9779851333014,null,false,false,false,null,,false,false,null,
Panchakanya Group,"कृष्ण गल्ली, ललितपुर 44600",कृष्ण गल्ली,ललितपुर,44600,+97715426551,NP,https://panchakanya.com,info@panchakanya.com,+97716600170007,+9779801981705,false,false,false,null,,false,false,null,
ANGLES DECOR PVT.LTD. ( OUTDOOR RATTAN FURNITURE IN NEPAL ),"Bus park, Budhanilkantha, काठमाडौँ 44600","Bus park, Budhanilkantha",काठमाडौँ,44600,+9779801018827,NP,https://anglesdecor.com.np,info@anglesdecor.com,+NP9101112,null,false,false,false,null,,false,false,null,
Quality Furniture Hub Pvt. Ltd.,"P8J4+X9H, Balaju, काठमाडौँ 44600","P8J4+X9H, Balaju",काठमाडौँ,44600,+9779861192180,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nepal Furniture Factory,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851202617,NP,null,null,null,null,false,false,false,null,,false,false,null,
modular furniture nepal,"dotel dairy chowk, beside dotel dairy, काठमाडौँ 44600","dotel dairy chowk, beside dotel dairy",काठमाडौँ,44600,+9779761817821,NP,https://modularfurniturenepal.com,null,null,null,false,false,false,null,,false,false,null,
Wood Factory,"Baudha Dwar, Pashupati Marga, काठमाडौँ 44600","Baudha Dwar, Pashupati Marga",काठमाडौँ,44600,+9779823031277,NP,null,null,null,null,false,false,false,null,,false,false,null,
Brotherwood Interior Nepal Pvt Ltd,"2 Basanta Colony Rd, तारकेश्वर 44600",2 Basanta Colony Rd,तारकेश्वर,44600,+9779843670312,NP,null,null,null,null,false,false,false,null,,false,false,null,
FQ Modular Furniture,"Q86C+XM5, काठमाडौँ 44600",Q86C+XM5,काठमाडौँ,44600,+9779843322652,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Liberty Furniture Industries , Kathmandu","Tokha-3, काठमाडौँ 44600",Tokha-3,काठमाडौँ,44600,+9779851345169,NP,null,null,null,null,false,false,false,null,,false,false,null,
Furniture Mahal Private Limited,"Sitapaila Kathmandu Near Manmohan Hospital, काठमाडौँ 44600",Sitapaila Kathmandu Near Manmohan Hospital,काठमाडौँ,44600,+97715379144,NP,https://furnituremahal.com.np,sales@furnituremahal.com.np,+97715379144,null,false,false,false,null,,false,false,null,
Kantipur Wrought Iron Furniture,"Q952+M7Q, गोल्फुटार रोड, बुढानीलकण्ठ 44600","Q952+M7Q, गोल्फुटार रोड",बुढानीलकण्ठ,44600,+97714370168,NP,null,null,null,null,false,false,false,null,,false,false,null,
SS Furniture,"Unnamed Road, Kathmandu 44600, काठमाडौँ 44600","Unnamed Road, Kathmandu 44600",काठमाडौँ,44600,+9779840892862,NP,https://ssfurniture90.wixsite.com,null,null,null,false,false,false,null,,false,false,null,
Suppliers,"P7CR+GWC, काठमाडौँ 44600",P7CR+GWC,काठमाडौँ,44600,+9779851161149,NP,null,null,null,null,false,false,false,null,,false,false,null,
FQ Furniture Factory,"Q86C+XM5, टोखा 44600",Q86C+XM5,टोखा,44600,+9779843322652,NP,null,null,null,null,false,false,false,null,,false,false,null,
Furnishing Nepal,टोखा 44600,,टोखा,44600,+9779863690471,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nincane Furnistore,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851168958,NP,https://nincanes.com,nincane@gmail.com,+9779851168958,+9779851168958,false,false,false,null,,false,false,null,
WoodCraft Nepal,काठमाडौँ 44600,,काठमाडौँ,44600,+9779841662211,NP,null,null,null,null,false,false,false,null,,false,false,null,
Rajdhani Furniture,काठमाडौँ 32811,,काठमाडौँ,32811,+9779851340321,NP,https://rajdhanifurniture.com,null,null,null,false,false,false,null,,false,false,null,
Legacy Furniture,काठमाडौँ 44600,,काठमाडौँ,44600,+97715382079,NP,null,null,null,null,false,false,false,null,,false,false,null,
Om homeland furniture udhyog,"Bagmati Bridge, काठमाडौँ 44600",Bagmati Bridge,काठमाडौँ,44600,+9779851144339,NP,https://ohfurniture.shop,null,null,null,false,false,false,null,,false,false,null,
"Kathmandu sofa , recliner chair, modular furniture maker and repair",काठमाडौँ 44600,,काठमाडौँ,44600,+9779841856790,NP,null,null,null,null,false,false,false,null,,false,false,null,
सनराइज फर्नीचर शोरुम,"Kushibu, स्वयम्भु मार्ग, काठमाडौँ 44600","Kushibu, स्वयम्भु मार्ग",काठमाडौँ,44600,+97715919075,NP,https://sunrisefurniturenepal.com.np,null,null,null,false,false,false,null,,false,false,null,
DLY FURNITURE,"Dhanawantari Marg, काठमाडौँ 44600",Dhanawantari Marg,काठमाडौँ,44600,+9779863320513,NP,https://dlynepal.com,null,null,null,false,false,false,null,,false,false,null,
Keshar And Son’s Furniture,"Road, ललितपुर 44600",Road,ललितपुर,44600,+9779763459730,NP,https://kesharandsonsfurniture.com,null,null,null,false,false,false,null,,false,false,null,
Himalayan furniture and sofa factory,"M95C+M37 Anantalingeshwar, भक्तपुर",M95C+M37 Anantalingeshwar,भक्तपुर,null,+9779842533143,NP,https://himalayanfurnitureandsofa.com,null,null,null,false,false,false,null,,false,false,null,
नयाँ ड्रैगन फर्नीचर,"चारखाल रोड, काठमाडौँ 44600",चारखाल रोड,काठमाडौँ,44600,+97714519423,NP,null,null,null,null,false,false,false,null,,false,false,null,
Italian Furniture pvt ltd,"Maitri Marg, काठमाडौँ 44600",Maitri Marg,काठमाडौँ,44600,+97714469845,NP,null,null,null,null,false,false,false,null,,false,false,null,
Kathmandu Furniture Udhyog,"Kapan, काठमाडौँ 44600",Kapan,काठमाडौँ,44600,+9779825935384,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Alfa Furniture (Office Chair, Ergonomic Chair in Kathmandu)","Bhagwati Bahal, काठमाडौँ 44600",Bhagwati Bahal,काठमाडौँ,44600,+9779852673072,NP,https://alfafurnituremart.com,alfafurniture377@gmail.com,+97718008906827,null,false,false,false,null,,false,false,null,
Rhinoland,"end corner near, Chowk Bhimsen Marga, काठमाडौँ 44600","end corner near, Chowk Bhimsen Marga",काठमाडौँ,44600,+9779823107774,NP,https://rhinolandfurniture.com,rhinolandnepal@gmail.com,+9779823107774,null,false,false,false,null,,false,false,null,
Furniture Republic Nepal,"NEXT TO, Silver City Apartments, Kalika Marg, काठमाडौँ 44660","NEXT TO, Silver City Apartments, Kalika Marg",काठमाडौँ,44660,+9779802262509,NP,https://furniturerepublicgroup.com,null,null,null,false,false,false,null,,false,false,null,
Mata Jalpa Devi Furniture Udhyog,"M7XC+C8, नागार्जुन 44600",M7XC+C8,नागार्जुन,44600,+9779704532563,NP,https://jfurnitures.com.np,null,null,null,false,false,false,null,,false,false,null,
सेकेन्ड हेन्ड शप,"चक्रपथ, काठमाडौँ 44600",चक्रपथ,काठमाडौँ,44600,+9779851234047,NP,https://secondhandshop.com.np,secondhandshop.ktm@gmail.com,+9779851234047,+9779851234047,false,false,false,null,,false,false,null,
Tamakoshi furniture,"M9WF+379, कागेश्वरी मनोहरा 44600",M9WF+379,कागेश्वरी मनोहरा,44600,+9779843745215,NP,null,null,null,null,false,false,false,null,,false,false,null,
Nepal Furnicraft-Furniture in Lalitpur,44700,,,44700,+9779841209312,NP,null,null,null,null,false,false,false,null,,false,false,null,
शाही फर्नीचर,"Baluwatar, Shital margh, काठमाडौँ 44616","Baluwatar, Shital margh",काठमाडौँ,44616,+97714529641,NP,https://imperialfurniture.com.np,null,null,null,false,false,false,null,,false,false,null,
Baishnab Furniture Udhyog,"M962+69M Mahalaxmi-4, काठमाडौँ 44600",M962+69M Mahalaxmi-4,काठमाडौँ,44600,+9779851176905,NP,null,null,null,null,false,false,false,null,,false,false,null,
Guchaa Decor - Furniture Store in Kathmandu Nepal,"Koteshwor-32 Jadibuti chowk, काठमाडौँ 44600",Koteshwor-32 Jadibuti chowk,काठमाडौँ,44600,+9779851172205,NP,https://guchaa.com,guchaaonlinestore@gmail.com,+9779851172205,null,false,false,false,null,,false,false,null,
Dhukchin Tibetan Antique Furniture,"P9G8+CXH, काठमाडौँ 44600",P9G8+CXH,काठमाडौँ,44600,+9779841617497,NP,null,null,null,null,false,false,false,null,,false,false,null,
Classic Wood Nepal,बुढानीलकण्ठ 44600,,बुढानीलकण्ठ,44600,+9779843611800,NP,null,null,null,null,false,false,false,null,,false,false,null,
Mangal decor,"Gurju Marga, काठमाडौँ 44600",Gurju Marga,काठमाडौँ,44600,+9779841019938,NP,null,null,null,null,false,false,false,null,,false,false,null,
Uma International Furniture,"P86J+V4Q, भग्वती मार्ग, काठमाडौँ 44605","P86J+V4Q, भग्वती मार्ग",काठमाडौँ,44605,+9779818620107,NP,null,null,null,null,false,false,false,null,,false,false,null,
Kathmandu nepal furniture,"P88X+JC3, काठमाडौँ 44600",P88X+JC3,काठमाडौँ,44600,+9779844075789,NP,null,null,null,null,false,false,false,null,,false,false,null,
DALLU FURNITURE,"लखतिर्थ मार्ग, काठमाडौँ 44600",लखतिर्थ मार्ग,काठमाडौँ,44600,+9779841373270,NP,null,null,null,null,false,false,false,null,,false,false,null,
सोफा हेरविचार फर्नीचर,"44600, काठमाडौँ",44600,काठमाडौँ,null,+9779851159314,NP,null,null,null,null,false,false,false,null,,false,false,null,
सूर्य काष्ठ उद्योग,"Koteshwor-35, Shree Shanti Marga, 44600","Koteshwor-35, Shree Shanti Marga",,44600,+97714601337,NP,null,null,null,null,false,false,false,null,,false,false,null,
इन्डेक्स फर्नीचर नेपाल,"Palace Museum, North Gate Road, काठमाडौँ 44600","Palace Museum, North Gate Road",काठमाडौँ,44600,+97714415181,NP,https://indexfurniture.com.np,sales_online@indexfurniture.com.np,+97715444270,null,false,false,false,null,,false,false,null,
Interior Shop Decoration,"P8X9+43M, Baniyatar Rd, काठमाडौँ 44600","P8X9+43M, Baniyatar Rd",काठमाडौँ,44600,+9779846871454,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Sofa Hub Kathmandu, Basundhara","Near Southwestern State College, Basundhara Chauki, काठमाडौँ 44600","Near Southwestern State College, Basundhara Chauki",काठमाडौँ,44600,+9779820114870,NP,https://sofahubkathmandu.com,sofahubkathmandu@gmail.com,+9779851152589,+9779851152589,false,false,false,null,,false,false,null,
ध्रुव काष्ठ तथा फर्निचर उद्योग,"3 बौद्धनाथ सडक, काठमाडौँ 44600",3 बौद्धनाथ सडक,काठमाडौँ,44600,+97714914718,NP,null,null,null,null,false,false,false,null,,false,false,null,
Sofa Store Kathmandu,काठमाडौँ 44600,,काठमाडौँ,44600,+9779851221129,NP,https://sofastorekathmandu.com,null,null,null,false,false,false,null,,false,false,null,
Lux Sofa and Furniture,"Sitapaila Rd, काठमाडौँ 44600",Sitapaila Rd,काठमाडौँ,44600,+9779851095923,NP,null,null,null,null,false,false,false,null,,false,false,null,
"Sofa Hub Kathmandu, Gothatar","Gothatar - 09, काठमाडौँ 44600",Gothatar - 09,काठमाडौँ,44600,+9779851152589,NP,https://sofahubkathmandu.com,sofahubkathmandu@gmail.com,+9779851152589,+9779851152589,false,false,false,null,,false,false,null,
Demba Furniture,"M962+XQ5, ललितपुर 44600",M962+XQ5,ललितपुर,44600,+9779849499063,NP,null,null,null,null,false,false,false,null,,false,false,null,
Guchaa Decor,"M89P+JJ, ललितपुर 44600",M89P+JJ,ललितपुर,44600,+9779851172205,NP,https://guchaa.com,guchaaonlinestore@gmail.com,+9779851172205,null,false,false,false,null,,false,false,null,
